service_date,trip_distance,fare_amount_sek,total_amount_sek,payment_type,passenger_count
2023-06-04,7.12,1303.9,1469.22,Credit Card,1
2023-06-20,6.26,1200.75,1483.21,Credit Card,2
2023-06-21,24.48,3387.47,3655.57,Credit Card,2
2023-06-05,19.05,2735.99,3248.29,Credit Card,3
2023-06-07,22.01,3091.7,3710.42,Mobile Payment,1
2023-06-15,24.43,3381.68,3497.42,Credit Card,3
2023-06-24,1.05,576.36,601.18,Mobile Payment,4
2023-06-16,2.22,716.5,892.73,Mobile Payment,2
2023-06-17,22.75,3179.43,3315.82,Credit Card,2
2023-06-13,5.01,1051.8,1284.87,Cash,2
2023-06-15,14.29,2164.33,2403.6,Credit Card,1
2023-06-05,21.16,2989.73,3483.75,Mobile Payment,2
2023-06-14,3.67,890.48,959.91,Credit Card,2
2023-06-13,23.86,3313.6,4099.09,Cash,3
2023-06-09,23.97,3326.47,3491.01,Credit Card,3
2023-06-07,8.8,1505.75,1605.62,Cash,1
2023-06-17,9.87,1634.39,1769.41,Mobile Payment,3
2023-06-06,2.41,738.62,787.57,Cash,1
2023-06-01,4.21,955.37,962.62,Mobile Payment,4
2023-06-30,4.98,1047.61,1304.39,Credit Card,1
2023-06-09,3.87,914.08,1003.36,Cash,1
2023-06-01,20.84,2951.22,3241.98,Cash,1
2023-07-01,18.65,2688.56,2972.18,Cash,3
2023-06-07,4.7,1013.75,1157.42,Credit Card,3
2023-06-25,20.53,2913.73,3415.22,Mobile Payment,4
2023-06-14,7.33,1330.19,1453.88,Credit Card,3
2023-06-26,12.28,1924.0,2013.76,Credit Card,2
2023-06-30,14.25,2159.5,2623.66,Mobile Payment,2
2023-06-18,2.21,714.95,837.48,Credit Card,3
2023-06-04,6.25,1199.89,1284.78,Cash,2
2023-06-08,8.27,1442.52,1616.07,Cash,1
2023-06-24,17.6,2561.99,2860.84,Cash,4
2023-06-03,21.63,3045.32,3594.5,Cash,2
2023-06-24,7.04,1294.37,1523.18,Mobile Payment,4
2023-06-28,1.33,609.73,734.66,Credit Card,3
2023-06-03,18.04,2615.33,2970.47,Credit Card,4
2023-06-24,24.72,3416.63,3888.81,Mobile Payment,4
2023-06-16,18.25,2639.75,2810.07,Cash,3
2023-06-19,11.43,1822.14,1835.92,Mobile Payment,3
2023-06-15,5.54,1114.95,1278.74,Cash,4
2023-06-07,18.05,2616.38,2773.07,Cash,4
2023-06-29,9.81,1627.22,1992.83,Credit Card,3
2023-06-28,6.35,1212.17,1513.72,Credit Card,3
2023-06-13,8.53,1473.29,1698.41,Credit Card,4
2023-06-10,20.54,2914.59,3071.22,Cash,1
2023-06-24,1.1,581.91,663.79,Mobile Payment,3
