service_date,trip_distance,fare_amount_sek,total_amount_sek,payment_type,passenger_count
2023-06-13,11.62,1844.1,2156.74,Cash,4
2023-06-20,11.36,1812.86,2248.52,Mobile Payment,4
2023-06-01,16.9,2477.79,2736.93,Credit Card,2
2023-06-29,17.67,2570.06,2715.89,Credit Card,4
2023-06-07,7.82,1388.44,1423.4,Credit Card,4
2023-06-01,2.42,740.38,753.53,Credit Card,3
2023-06-27,2.39,737.19,896.84,Cash,3
2023-06-21,24.46,3385.17,3596.88,Credit Card,4
2023-06-08,13.58,2079.58,2222.56,Mobile Payment,4
2023-06-18,9.86,1633.75,1817.86,Mobile Payment,2
2023-06-28,22.64,3166.8,3470.28,Cash,2
2023-06-08,19.53,2793.94,3166.65,Cash,3
2023-06-20,19.47,2786.05,3284.03,Cash,2
2023-06-13,3.62,884.12,998.73,Cash,3
2023-06-24,13.35,2052.31,2427.18,Credit Card,4
2023-06-20,9.19,1553.11,1911.71,Mobile Payment,4
2023-06-20,7.69,1372.73,1493.79,Mobile Payment,1
2023-06-11,11.98,1887.7,1948.89,Credit Card,3
2023-06-09,8.12,1424.81,1534.04,Cash,3
2023-06-30,12.12,1904.96,2355.78,Mobile Payment,1
2023-07-01,4.66,1009.57,1257.04,Credit Card,1
2023-06-29,11.47,1825.92,2275.38,Mobile Payment,4
2023-06-07,6.98,1287.91,1566.14,Cash,3
2023-06-30,22.04,3094.96,3824.3,Cash,3
2023-06-01,23.56,3277.39,3533.56,Mobile Payment,1
2023-06-16,22.92,3200.03,3420.51,Mobile Payment,1
2023-06-16,18.67,2690.1,2872.11,Mobile Payment,4
2023-06-27,20.56,2917.3,3464.23,Cash,3
2023-06-29,9.56,1597.63,1900.71,Cash,4
2023-07-01,9.04,1535.29,1546.56,Cash,2
2023-06-30,20.36,2893.13,3203.46,Credit Card,3
2023-06-25,2.4,738.49,896.82,Cash,2
2023-06-19,4.89,1036.94,1296.01,Mobile Payment,2
2023-06-04,13.26,2040.95,2091.23,Mobile Payment,1
2023-06-14,21.92,3080.1,3190.33,Credit Card,4
2023-06-17,12.31,1926.97,2181.99,Mobile Payment,4
2023-06-27,0.61,522.65,612.61,Mobile Payment,2
2023-06-10,14.17,2150.17,2352.28,Cash,2
2023-06-13,17.96,2604.63,3219.79,Mobile Payment,1
2023-06-22,13.46,2065.32,2123.35,Cash,1
2023-06-30,11.59,1840.43,2151.32,Mobile Payment,2
2023-06-04,9.89,1636.97,1875.56,Cash,3
2023-06-05,24.01,3331.19,3740.66,Cash,2
